Suchy,77,Czech Republic,FC Basel 1893,49000
Gutierrez,77,Mexico,PSV,49000
McCarthy,77,England,Southampton,70000
Delort,77,France,Montpellier HSC,49000
Kuzyaev,77,Russia,Russia,52500
Suarez,77,Uruguay,Getafe CF,49000
Elneny,77,Egypt,Arsenal,70000
Dembele,77,France,Olympique Lyonnais,38500
Sio,77,Ivory Coast,Cote d'Ivoire,38500
Ogbonna,77,Italy,West Ham United,63000
Diop,77,Senegal,SD Eibar,70000
Layun,77,Mexico,Mexico,66500
Bebou,77,Togo,Hannover 96,66500
Mancuello,77,Argentina,Deportivo Toluca,59500
Mbabu,77,Switzerland,Switzerland,63000
Espinosa,77,Colombia,Girona FC,63000
Villar,77,Paraguay,Paraguay,52500
Funes Mori,77,Argentina,Villarreal CF,56000
Doherty,77,Republic of Ireland,Wolverhampton Wanderers,70000
Kohr,77,Germany,Bayer 04 Leverkusen,52500
Sanchez,77,Colombia,West Ham United,42000
Van de Beek,77,Netherlands,Ajax,56000
Tonelli,77,Italy,Sampdoria,42000
Krovinovic,77,Croatia,SL Benfica,70000
Jorgensen,77,Denmark,Huddersfield Town,59500
Andre,77,France,Stade Rennais FC,56000
Latza,77,Germany,FSV Mainz 05,49000
Higuain,77,Argentina,Columbus Crew SC,63000
Sambueza,77,Argentina,Club Leon,63000
Miranchuk,77,Russia,Lokomotiv Moscow,56000
Moukandjo,77,Cameroon,Jiangsu Suning FC,52500
Izzo,77,Italy,Torino,56000
Schurrle,77,Germany,Fulham,52500
Szymanowski,77,Argentina,CD Leganes,59500
Shibasaki,77,Japan,Getafe CF,70000
Bou,77,Argentina,Club Tijuana,63000
Mitroglou,77,Greece,Galatasaray SK,56000
Lainer,77,Austria,Austria,52500
Babacan,77,Turkey,Medipol Basaksehir FK,70000
Fischer,77,Denmark,FC Kobenhavn,63000
Centurion,77,Argentina,Racing Club,59500
Ferreyra,77,Argentina,RCD Espanyol,63000
Sand,77,Argentina,Club Atletico Lanus,66500
Chadli,77,Belgium,AS Monaco,42000
Papadopoulos,77,Greece,Hamburger SV,38500
Ritchie,77,Scotland,Newcastle United,45500
Nakamba,77,Zimbabwe,Club Brugge KV,49000
Grillitsch,77,Austria,TSG 1899 Hoffenheim,56000
Calleri,77,Argentina,Deportivo Alaves,49000
Hojbjerg,77,Denmark,Southampton,66500
Mbodji,77,Senegal,RSC Anderlecht,45500
Rodriguez,77,Argentina,Club America,66500
Lustenberger,77,Switzerland,Hertha BSC,49000
Hughes,77,England,Watford,45500
Jansson,77,Sweden,Leeds United,45500
Dos Santos,77,Mexico,LA Galaxy,70000
Klavan,77,Estonia,Cagliari,42000
Anton,77,Germany,Hannover 96,59500
Basta,77,Serbia,Lazio,56000
Kamano,77,Guinea,FC Girondins de Bordeaux,66500
Boufal,77,Morocco,RC Celta,38500
Meite,77,France,Torino,70000
Maddison,77,England,Leicester City,59500
Hendrix,77,Netherlands,PSV,42000
Bourigeaud,77,France,Stade Rennais FC,63000
Poli,77,Italy,Bologna,38500
Abila,77,Argentina,Boca Juniors,49000
Podolski,77,Germany,Vissel Kobe,56000
Gonzalez,77,Costa Rica,Bologna,70000
McCarthy,77,Republic of Ireland,Everton,70000
Schmelzer,77,Germany,Borussia Dortmund,56000
Barak,77,Czech Republic,Udinese,45500
Grob,77,Germany,Brighton & Hove Albion,49000
Sels,77,Belgium,RC Strasbourg Alsace,52500
Radovanovic,77,Serbia,Genoa,66500
Tasci,77,Germany,Medipol Basaksehir FK,38500
Aziz,77,Turkey,Fenerbahce SK,49000
Chandler,77,United States,Eintracht Frankfurt,56000
Maidana,77,Argentina,Deportivo Toluca,42000
Lowton,77,England,Burnley,42000
Janmaat,77,Netherlands,Watford,49000
Harnik,77,Austria,SV Werder Bremen,56000
Diop,77,France,West Ham United,52500
Freuler,77,Switzerland,Atalanta,42000
Ighalo,77,Nigeria,Shanghai Greenland Shenhua FC,38500
Natcho,77,Israel,Olympiacos CFP,49000
Guzman,77,Argentina,Tigres U.A.N.L.,52500
Rondon,77,Venezuela,Newcastle United,70000
Palacio,77,Argentina,Bologna,63000
Ristovski,77,FYR Macedonia,Sporting CP,38500
Clichy,77,France,Medipol Basaksehir FK,56000
Defoe,77,England,Rangers FC,52500
Bicakcic,77,Bosnia Herzegovina,TSG 1899 Hoffenheim,59500
Upamecano,77,France,RB Leipzig,59500
Buonanotte,77,Argentina,Universidad Catolica,70000
Ward-Prowse,77,England,Southampton,45500
Ascacibar,77,Argentina,VfB Stuttgart,70000
Strobl,77,Germany,Borussia Monchengladbach,56000
Klostermann,77,Germany,RB Leipzig,66500
De Maio,77,France,Udinese,66500
Gabbiadini,77,Italy,Sampdoria,49000
Darida,77,Czech Republic,Hertha BSC,45500
Schick,77,Czech Republic,Roma,38500
Dragovic,77,Austria,Bayer 04 Leverkusen,38500
Soriano,77,Italy,Bologna,52500
Ayew,77,Ghana,Fenerbahce SK,59500
Dossevi,77,Togo,Toulouse Football Club,38500
Pereira,77,Uruguay,FC Porto,66500
Perez,77,Paraguay,RCD Espanyol,56000
Cvitanich,77,Argentina,Racing Club,42000
Zivkovic,77,Serbia,SL Benfica,45500
Skhiri,77,Tunisia,Montpellier HSC,45500
Garmash,77,Ukraine,Dynamo Kyiv,66500
Albrighton,77,England,Leicester City,42000
Murray,77,England,Brighton & Hove Albion,45500
Kucka,77,Slovakia,Parma,49000
Johnson,77,United States,Borussia Monchengladbach,38500
Zarate,77,Argentina,Boca Juniors,63000
Jagielka,77,England,Everton,42000
Donatti,77,Argentina,Racing Club,63000
Herrmann,77,Germany,Borussia Monchengladbach,49000
Acosta,77,Argentina,DC United,38500
Yokuslu,77,Turkey,RC Celta,63000
Tevez,77,Argentina,Boca Juniors,52500
Hoarau,77,France,BSC Young Boys,45500
Maripan,77,Chile,Deportivo Alaves,38500
Wood,77,New Zealand,Burnley,45500
Terodde,77,Germany,FC Koln,38500
Ochoa,77,Mexico,Standard de Liege,66500
Ibisevic,77,Bosnia Herzegovina,Hertha BSC,70000
Sarr,77,Senegal,Stade Rennais FC,70000
Gigliotti,77,Argentina,Deportivo Toluca,66500
Pinola,77,Argentina,River Plate,66500
Welbeck,77,England,Arsenal,70000
Berge,77,Norway,KRC Genk,70000
Andone,77,Romania,Brighton & Hove Albion,63000
Grifo,77,Italy,SC Freiburg,63000
Lasagna,77,Italy,Udinese,49000
Cook,77,England,Bournemouth,42000
Pyatov,77,Ukraine,Shakhtar Donetsk,70000
Valdivia,77,Chile,Colo-Colo,38500
Cartabia,77,Argentina,Deportivo de La Coruna,70000
Marchesin,77,Argentina,Argentina,66500
Dzhikiya,77,Russia,Spartak Moscow,49000
Mollet,77,France,Montpellier HSC,56000
Benassi,77,Italy,Fiorentina,49000
Perez,77,Argentina,Independiente,42000
Caicedo,77,Ecuador,Lazio,66500
Rincon,77,Venezuela,Torino,49000
De Paul,77,Argentina,Udinese,45500
Elia,77,Netherlands,Medipol Basaksehir FK,70000
Schopf,77,Austria,FC Schalke 04,66500
Pereiro,77,Uruguay,PSV,59500
Odjidja-Ofoe,77,Belgium,KAA Gent,38500
Muller,77,Germany,Hannover 96,42000
Ansaldi,77,Argentina,Torino,66500
Escalante,77,Argentina,SD Eibar,56000
Lang,77,Switzerland,Borussia Monchengladbach,52500
Pulgar,77,Chile,Bologna,63000
Carcela-Gonzalez,77,Morocco,Standard de Liege,38500
Ocampos,77,Argentina,Olympique de Marseille,56000
Jorgensen,77,Denmark,Feyenoord,56000
Weiser,77,Germany,Bayer 04 Leverkusen,70000
Cutrone,77,Italy,Milan,52500
Cork,77,England,Burnley,49000
Ekdal,77,Sweden,Sampdoria,66500
Guidetti,77,Sweden,Deportivo Alaves,63000
Lichtsteiner,77,Switzerland,Arsenal,49000
Abate,77,Italy,Milan,59500
Choupo-Moting,77,Cameroon,Paris Saint-Germain,45500
Chichizola,77,Argentina,Getafe CF,49000
Hernandez,77,France,Real Sociedad,38500
Fabra,77,Colombia,Boca Juniors,42000
Grenier,77,France,Stade Rennais FC,70000
Gudelj,77,Serbia,Sporting CP,42000
Sanogo,77,Ivory Coast,Al Ittihad,49000
Prijovic,77,Serbia,Al Ittihad,59500
Fullkrug,77,Germany,Hannover 96,59500
Gurtner,77,France,Amiens SC,66500
Tete,77,Netherlands,Olympique Lyonnais,63000
Bardhi,77,FYR Macedonia,Levante UD,52500
Wendt,77,Sweden,Borussia Monchengladbach,66500
Zakaria,77,Switzerland,Borussia Monchengladbach,49000
Aquino,77,Mexico,Tigres U.A.N.L.,66500
Huntelaar,77,Netherlands,Ajax,52500
Bertolacci,77,Italy,Milan,38500
Jahanbakhsh,77,Iran,Brighton & Hove Albion,52500
De Guzman,77,Netherlands,Eintracht Frankfurt,59500
Augustinsson,77,Sweden,SV Werder Bremen,63000
Piccini,77,Italy,Valencia CF,66500
Mehmedi,77,Switzerland,VfL Wolfsburg,52500
Origi,77,Belgium,Liverpool,49000
Dzemaili,77,Switzerland,Bologna,49000
Pejcinovic,77,Serbia,Changchun Yatai FC,70000
Selke,77,Germany,Hertha BSC,45500
Gutierrez,77,Colombia,Junior FC,63000
Schone,77,Denmark,Ajax,49000
El Ahmadi,77,Morocco,Al Ittihad,45500
Vasin,77,Russia,PFC CSKA Moscow,45500
Martin,77,France,RC Strasbourg Alsace,70000
Abdulrahman,77,United Arab Emirates,Al Hilal,52500
Inglese,77,Italy,Parma,49000
Civelli,77,Argentina,Club Atletico Banfield,49000
Augustin,77,France,RB Leipzig,70000
Samatta,77,Tanzania,KRC Genk,70000
Wolf,77,Germany,Borussia Dortmund,70000
Vermaelen,77,Belgium,FC Barcelona,66500
Sydorchuk,77,Ukraine,Dynamo Kyiv,66500
Orellana,77,Chile,SD Eibar,38500
Giaccherini,77,Italy,Chievo Verona,66500
Plattenhardt,77,Germany,Hertha BSC,42000
Max,77,Germany,FC Augsburg,45500
Akbaba,77,Turkey,Galatasaray SK,38500
Borre,77,Colombia,River Plate,45500
Spinazzola,77,Italy,Juventus,45500
Paletta,77,Italy,Jiangsu Suning FC,49000
Dominguez,77,Argentina,Racing Club,45500
Stoger,76,Austria,Fortuna Dusseldorf,36000
Zagadou,76,France,Borussia Dortmund,36000
N'Diaye,76,Senegal,Malaga CF,33000
Trejo,76,Argentina,Rayo Vallecano,57000
Veltman,76,Netherlands,Ajax,33000
Benteke,76,Belgium,Crystal Palace,60000
Martinez,76,Colombia,Portimonense SC,33000
Eysseric,76,France,FC Nantes,42000
Bargfrede,76,Germany,SV Werder Bremen,57000
Djiku,76,France,Stade Malherbe Caen,39000
Mechele,76,Belgium,Club Brugge KV,57000
Bell,76,Germany,FSV Mainz 05,42000
Montero,76,Colombia,Vancouver Whitecaps FC,33000
Vainqueur,76,France,AS Monaco,33000
Hogg,76,England,Huddersfield Town,36000
Gray,76,England,Watford,33000
Moralez,76,Argentina,New York City FC,48000
Doumbia,76,Ivory Coast,Girona FC,60000
Funes Mori,76,Argentina,Monterrey,51000
Mukiele,76,France,RB Leipzig,48000
Rodriguez,76,England,West Bromwich Albion,45000
Skjelbred,76,Norway,Hertha BSC,57000
Castillo,76,Chile,Chile,45000
Barnes,76,Austria,Burnley,42000
Romero,76,Paraguay,Shanghai Greenland Shenhua FC,48000
Cuadrado,76,Colombia,Atletico Nacional,33000
Unnerstall,76,Germany,VVV-Venlo,57000
Van Aanholt,76,Netherlands,Crystal Palace,33000
Gebre Selassie,76,Czech Republic,SV Werder Bremen,39000
Diawara,76,Guinea,Napoli,60000
Yazici,76,Turkey,Trabzonspor,42000
Borini,76,Italy,Milan,60000
Conti,76,Argentina,SL Benfica,45000
Teodorczyk,76,Poland,Udinese,45000
Cabral,76,Argentina,RC Celta,48000
Gonul,76,Turkey,Besiktas JK,42000
Valverde,76,Uruguay,Real Madrid,39000
Guilbert,76,France,Stade Malherbe Caen,39000
Colley,76,Gambia,Sampdoria,57000
Vukcevic,76,Montenegro,Levante UD,48000
Niang,76,Senegal,Stade Rennais FC,42000
Lopez,76,France,Olympique de Marseille,39000
Reid,76,New Zealand,West Ham United,39000
Hegazi,76,Egypt,West Bromwich Albion,57000
Hunt,76,Germany,Hamburger SV,45000
Lossl,76,Denmark,Huddersfield Town,42000
Zuffi,76,Switzerland,FC Basel 1893,39000
Snodgrass,76,Scotland,West Ham United,36000
Aholou,76,Ivory Coast,AS Monaco,51000
Vorm,76,Netherlands,Tottenham Hotspur,45000
Casco,76,Argentina,River Plate,51000
Berisha,76,Kosovo,Lazio,42000
Widmer,76,Switzerland,FC Basel 1893,57000
Rashica,76,Kosovo,SV Werder Bremen,39000
Hutchinson,76,Canada,Besiktas JK,57000
Blandi,76,Argentina,San Lorenzo de Almagro,42000
Balanta,76,Colombia,FC Basel 1893,60000
Antenucci,76,Italy,SPAL,33000
Belfodil,76,Algeria,TSG 1899 Hoffenheim,42000
Paschalakis,76,Greece,PAOK,60000
Embolo,76,Switzerland,FC Schalke 04,33000
Palacios,76,Argentina,River Plate,60000
Maignan,76,France,LOSC Lille,51000
Cano,76,Argentina,Independiente Medellin,39000
Onyekuru,76,Nigeria,Galatasaray SK,60000
Gerhardt,76,Germany,VfL Wolfsburg,42000
Vazquez,76,Mexico,Santos Laguna,42000
Vargas,76,Chile,Tigres U.A.N.L.,51000
Pasalic,76,Croatia,Atalanta,36000
Konate,76,France,RB Leipzig,54000
Noble,76,England,West Ham United,42000
Izquierdo,76,Colombia,Brighton & Hove Albion,57000
Wan-Bissaka,76,England,Crystal Palace,42000
Benkovic,76,Croatia,Celtic,42000
Zurutuza,76,France,Real Sociedad,42000
Andrada,76,Argentina,Boca Juniors,57000
Kraft,76,Germany,Hertha BSC,48000
Tierney,76,Scotland,Celtic,60000
Clasie,76,Netherlands,Feyenoord,39000
Pjaca,76,Croatia,Fiorentina,36000
Viergever,76,Netherlands,PSV,45000
Acheampong,76,Ghana,Tianjin TEDA FC,39000
Opara,76,United States,Minnesota United FC,60000
Neuhaus,76,Germany,Borussia Monchengladbach,51000
Di Francesco,76,Italy,Sassuolo,42000
Halilovic,76,Croatia,Standard de Liege,48000
Laimer,76,Austria,RB Leipzig,48000
Castro,76,Germany,VfB Stuttgart,54000
Rusnak,76,Slovakia,Real Salt Lake,36000
Acosta,76,Argentina,Club Atletico Lanus,54000
Veljkovic,76,Serbia,SV Werder Bremen,54000
Hopf,76,Sweden,MKE Ankaragucu,51000
Rogic,76,Australia,Celtic,33000
Bamba,76,Ivory Coast,Cardiff City,57000
Malcuit,76,France,Napoli,33000
Hanni,76,Algeria,Spartak Moscow,57000
Brown,76,Scotland,Celtic,51000
Samaris,76,Greece,SL Benfica,54000
Diakhaby,76,France,Valencia CF,36000
Livaja,76,Croatia,AEK Athens,39000
Bradley,76,United States,Toronto FC,57000
Topal,76,Turkey,Fenerbahce SK,39000
Willems,76,Netherlands,Eintracht Frankfurt,48000
Holgate,76,England,West Bromwich Albion,45000
Pelkas,76,Greece,PAOK,45000
Diamanti,76,Italy,Livorno,48000
Skorupski,76,Poland,Bologna,54000
D'Ambrosio,76,Italy,Inter,51000
Santon,76,Italy,Roma,36000
Magallan,76,Argentina,Ajax,33000
Knockaert,76,France,Brighton & Hove Albion,33000
Langkamp,76,Germany,SV Werder Bremen,60000
Rupp,76,Germany,TSG 1899 Hoffenheim,42000
Hamouma,76,France,AS Saint-etienne,33000
El Zhar,76,Morocco,CD Leganes,36000
Esser,76,Germany,Hannover 96,33000
Ndiaye,76,Senegal,Galatasaray SK,60000
Schlager,76,Austria,Austria,33000
Benitez,76,Argentina,Independiente,33000
Biraghi,76,Italy,Fiorentina,45000
Quintero,76,Colombia,Minnesota United FC,45000
Gomis,76,Senegal,SPAL,60000
Cresswell,76,England,West Ham United,33000
Denswil,76,Netherlands,Club Brugge KV,39000
Gacinovic,76,Serbia,Eintracht Frankfurt,60000
Muto,76,Japan,Newcastle United,45000
Arambarri,76,Uruguay,Getafe CF,45000
Salcedo,76,Mexico,Tigres U.A.N.L.,42000
Mvogo,76,Switzerland,RB Leipzig,48000
Aguilar,76,Paraguay,Cruz Azul,45000
Zuber,76,Switzerland,VfB Stuttgart,51000
Koubek,76,Czech Republic,Stade Rennais FC,54000
Zabaleta,76,Argentina,West Ham United,57000
Kalinic,76,Croatia,Aston Villa,57000
Brosinski,76,Germany,FSV Mainz 05,54000
Dolberg,76,Denmark,Ajax,57000
Moreno,76,Colombia,Shanghai Greenland Shenhua FC,33000
Rodriguez,76,Argentina,Club Atletico Colon,60000
Ranocchia,76,Italy,Inter,57000
Simon,76,Nigeria,Levante UD,54000
Dawson,76,England,West Bromwich Albion,60000
Sarr,76,France,Olympique de Marseille,60000
Stephens,76,England,Brighton & Hove Albion,36000
Westwood,76,England,Burnley,48000
Ayew,76,Ghana,Crystal Palace,48000
Slimani,76,Algeria,Fenerbahce SK,33000
Rode,76,Germany,Eintracht Frankfurt,42000
Dzsudzsak,76,Hungary,Hungary,51000
Soucek,76,Czech Republic,SK Slavia Praha,33000
Szalai,76,Hungary,TSG 1899 Hoffenheim,51000
Heintz,76,Germany,SC Freiburg,36000
Marin,76,Romania,Standard de Liege,36000
Sabaly,76,Senegal,FC Girondins de Bordeaux,33000
El Kaddouri,76,Morocco,PAOK,39000
Turan,76,Turkey,Medipol Basaksehir FK,39000
Cleverley,76,England,Watford,51000
Gigot,76,France,Spartak Moscow,36000
Germain,76,France,Olympique de Marseille,39000
Lunin,76,Ukraine,CD Leganes,54000
Fernandez,76,Argentina,Newcastle United,45000
Insua,76,Argentina,VfB Stuttgart,48000
Hoger,76,Germany,FC Koln,48000
Toivonen,76,Sweden,Melbourne Victory,33000
Karamoh,76,France,FC Girondins de Bordeaux,57000
Bustos,76,Argentina,Independiente,57000
Kverkvelia,76,Georgia,Lokomotiv Moscow,45000
Forrest,76,Scotland,Celtic,54000
Mantalos,76,Greece,AEK Athens,45000
Erkin,76,Turkey,Besiktas JK,48000
Chalobah,76,England,Watford,54000
Reyes,76,Mexico,CD Leganes,57000
Holding,76,England,Arsenal,60000
Locatelli,76,Italy,Sassuolo,39000
Ordets,76,Ukraine,Shakhtar Donetsk,45000
Brady,76,Republic of Ireland,Burnley,51000
Carroll,76,England,West Ham United,45000
Petagna,76,Italy,SPAL,39000
Badstuber,76,Germany,VfB Stuttgart,45000
Danjuma Groeneveld,76,Netherlands,Club Brugge KV,36000
Haidara,76,Mali,RB Leipzig,33000
Sliti,76,Tunisia,Dijon FCO,42000
Clark,76,Republic of Ireland,Newcastle United,57000
Gayle,76,England,West Bromwich Albion,33000
Tait,76,France,Angers SCO,51000
Toure,76,France,FC Nantes,33000
Blanco,76,Argentina,Portland Timbers,60000
Monconduit,76,France,Amiens SC,60000
Nordtveit,76,Norway,Fulham,57000
Belluschi,76,Argentina,San Lorenzo de Almagro,39000
Uribe,76,Colombia,Colombia,45000
Diaby,76,Mali,Sporting CP,33000
Guinazu,76,Argentina,Club Atletico Talleres,39000
Linetty,76,Poland,Sampdoria,60000
Paloschi,76,Italy,SPAL,39000
Oczipka,76,Germany,FC Schalke 04,54000
Fernandez,76,Argentina,Racing Club,51000
Dumfries,76,Netherlands,PSV,45000
Vargas,76,Colombia,Deportivo Cali,51000
Soumaoro,76,France,LOSC Lille,48000
Christodoulopoulos,76,Greece,Olympiacos CFP,54000
Morrison,76,England,ostersunds FK,60000
Sosa,76,Argentina,Trabzonspor,48000
Ings,76,England,Southampton,45000
Mendy,76,France,Leicester City,39000
McArthur,76,Scotland,Crystal Palace,33000
Yedlin,76,United States,Newcastle United,60000
Grealish,76,England,Aston Villa,39000
Durmisi,76,Denmark,Lazio,57000
Nandez,76,Uruguay,Uruguay,54000
Morel,76,Madagascar,Olympique Lyonnais,51000
Santamaria,76,France,Angers SCO,36000
Sansone,76,Italy,Bologna,54000
Dockal,76,Czech Republic,Sparta Praha,33000
Caputo,76,Italy,Empoli,54000
Kouyate,76,Senegal,Crystal Palace,60000
Duarte,76,Costa Rica,RCD Espanyol,33000
Roncaglia,76,Argentina,Valencia CF,33000
Jedvaj,76,Croatia,Bayer 04 Leverkusen,36000
Steffen,76,Switzerland,VfL Wolfsburg,48000
Brizuela,76,Mexico,Guadalajara,60000
Darmian,76,Italy,Manchester United,39000
Osako,76,Japan,SV Werder Bremen,36000
Ruidiaz,76,Peru,Seattle Sounders FC,33000
De Roon,76,Netherlands,Atalanta,60000
Bocchetti,76,Italy,Spartak Moscow,51000
Sigali,76,Argentina,Racing Club,51000
Allen,76,Wales,Stoke City,57000
Behrami,76,Switzerland,Udinese,36000
Andersen,76,Denmark,Sampdoria,45000
Baumgartl,76,Germany,VfB Stuttgart,42000
Proto,76,Belgium,Lazio,33000
Knoche,76,Germany,VfL Wolfsburg,45000
Orozco,76,Mexico,Santos Laguna,45000
Domingo,76,Argentina,Independiente,42000
Bamba,76,France,LOSC Lille,45000
Koziello,76,France,FC Koln,57000
Riveros,76,Paraguay,Paraguay,51000
Hetemaj,76,Finland,Chievo Verona,48000
Nkunku,76,France,Paris Saint-Germain,36000
Thomasson,76,France,RC Strasbourg Alsace,33000
Salibur,76,France,AS Saint-etienne,48000
Boyko,76,Ukraine,Dynamo Kyiv,45000
Seferovic,76,Switzerland,Switzerland,54000
Henrichs,76,Germany,AS Monaco,51000
Brekalo,76,Croatia,VfL Wolfsburg,54000
Morgan,76,Jamaica,Leicester City,36000
Praet,76,Belgium,Sampdoria,51000
Grujic,76,Serbia,Hertha BSC,33000
Tshabalala,76,South Africa,BB Erzurumspor,42000
Lopez,76,Argentina,Boca Juniors,45000
Villanueva,76,Chile,Al Ittihad,51000
Smith,76,England,Bournemouth,36000
Gentner,76,Germany,VfB Stuttgart,48000
Fabian,76,Mexico,Philadelphia Union,57000
Locadia,76,Netherlands,Brighton & Hove Albion,33000
Alonso,76,Cuba,Minnesota United FC,54000
Baines,76,England,Everton,42000
Cathcart,76,Northern Ireland,Watford,36000
Taider,76,Algeria,Montreal Impact,33000
Tekin,76,Turkey,Fenerbahce SK,36000
Klaus,76,Germany,VfL Wolfsburg,51000
Tore,76,Turkey,Besiktas JK,60000
Pizarro,76,Mexico,Monterrey,60000
Piatek,76,Poland,Milan,45000
Duda,76,Slovakia,Hertha BSC,45000
Austin,76,England,Southampton,57000
Kobayashi,76,Japan,Kawasaki Frontale,39000
Gnagnon,76,France,Sevilla FC,57000
Meret,76,Italy,Napoli,48000
Lennon,76,England,Burnley,33000
Blas,76,France,En Avant de Guingamp,57000
Valencia,76,Ecuador,Ecuador,42000
Palomino,76,Argentina,Atalanta,48000
Colak,76,Turkey,Al Wehda,39000
Herelle,76,France,OGC Nice,51000
Jankto,76,Czech Republic,Sampdoria,57000
Moreno,76,Colombia,Club Atletico Talleres,60000
Nguyen,76,United States,Los Angeles FC,33000
Ndiaye Diedhiou,76,Senegal,Getafe CF,54000
Mangala,76,France,Manchester City,33000
Popov,76,Bulgaria,Bulgaria,39000
Phillips,76,Scotland,West Bromwich Albion,33000
Chygrynskyi,76,Ukraine,AEK Athens,57000
Borges,76,Costa Rica,Goztepe SK,33000
Nagy,76,Hungary,Bologna,60000
Bartels,76,Germany,SV Werder Bremen,54000
Retsos,75,Greece,Bayer 04 Leverkusen,47500
Franco,75,Argentina,Independiente,42500
Kadar,75,Hungary,Dynamo Kyiv,30000
Alonso,75,Paraguay,Paraguay,47500
Lasne,75,France,Montpellier HSC,45000
Kolodziejczak,75,France,AS Saint-etienne,40000
Chara,75,Colombia,Portland Timbers,45000
Ferrari,75,Italy,Sassuolo,50000
Turuc,75,Turkey,Kayserispor,45000
Jajalo,75,Bosnia Herzegovina,Palermo,30000
Murillo,75,Colombia,Colombia,30000
Onazi,75,Nigeria,Trabzonspor,27500
Younes,75,Germany,Napoli,32500
Pabon,75,Colombia,Monterrey,37500
Briand,75,France,FC Girondins de Bordeaux,50000
Mounier,75,France,Panathinaikos FC,27500
Drmic,75,Switzerland,Borussia Monchengladbach,40000
Roux,75,France,En Avant de Guingamp,42500
Dirar,75,Morocco,Fenerbahce SK,45000
Imbula,75,France,Rayo Vallecano,35000
Bruma,75,Netherlands,FC Schalke 04,47500
Villalba,75,Paraguay,Atlanta United,30000
Refaelov,75,Israel,Royal Antwerp FC,45000
Mazraoui,75,Morocco,Ajax,45000
Daniels,75,England,Bournemouth,37500
Sankhare,75,Senegal,FC Girondins de Bordeaux,47500
Brooks,75,Wales,Bournemouth,50000
Idrissi,75,Morocco,AZ Alkmaar,40000
Osorio,75,Venezuela,Venezuela,45000
Altidore,75,United States,Toronto FC,42500
Bronn,75,Tunisia,KAA Gent,27500
Engels,75,Belgium,Stade de Reims,45000
Corona,75,Mexico,Mexico,35000
Stanciu,75,Romania,Romania,47500
Audero,75,Italy,Sampdoria,27500
Donk,75,Netherlands,Galatasaray SK,35000
Saravia,75,Argentina,Argentina,32500
Okazaki,75,Japan,Leicester City,45000
Marchetti,75,Italy,Genoa,50000
Solari,75,Argentina,Racing Club,45000
Holtby,75,Germany,Hamburger SV,42500
Mikel,75,Nigeria,Middlesbrough,47500
Hernandez,75,Mexico,Pachuca,42500
Agu,75,Nigeria,Vitoria de Setubal,32500
Fofana,75,Ivory Coast,Cote d'Ivoire,32500
Flamini,75,France,Getafe CF,30000
Caballero,75,Argentina,Chelsea,35000
Hennessey,75,Wales,Crystal Palace,45000
Dos Santos,75,Mexico,LA Galaxy,35000
Rossettini,75,Italy,Chievo Verona,32500
Masuaku,75,DR Congo,West Ham United,45000
Yoshida,75,Japan,Southampton,37500
Butko,75,Ukraine,Shakhtar Donetsk,50000
Kluivert,75,Netherlands,Roma,30000
Vargas,75,Argentina,Velez Sarsfield,37500
Haraguchi,75,Japan,Hannover 96,35000
Klose,75,Switzerland,Norwich City,47500
Niederlechner,75,Germany,SC Freiburg,45000
Gonalons,75,France,Sevilla FC,42500
Didillon,75,France,RSC Anderlecht,42500
Haberer,75,Germany,SC Freiburg,47500
Ayhan,75,Turkey,Fortuna Dusseldorf,42500
Gondorf,75,Germany,SC Freiburg,30000
Budescu,75,Romania,Al Shabab,35000
Cornet,75,Ivory Coast,Olympique Lyonnais,27500
Falk,75,Denmark,FC Kobenhavn,50000
Sarr,75,France,OGC Nice,30000
Valdez,75,Paraguay,Club America,35000
Musa,75,Nigeria,Al Nassr,47500
Urretaviscaya,75,Uruguay,Monterrey,47500
Morozyuk,75,Ukraine,caykur Rizespor,30000
Ghezzal,75,Algeria,Leicester City,37500
Thomas,75,France,Angers SCO,32500
Sepe,75,Italy,Parma,45000
Kryvtsov,75,Ukraine,Shakhtar Donetsk,35000
Pearson,75,England,Preston North End,37500
Rog,75,Croatia,Sevilla FC,47500
Gazzaniga,75,Argentina,Tottenham Hotspur,32500
Nkoudou,75,France,AS Monaco,27500
Brenet,75,Netherlands,TSG 1899 Hoffenheim,42500
Billiat,75,Zimbabwe,Kaizer Chiefs,27500
Thomas,75,New Zealand,PSV,32500
Hendrick,75,Republic of Ireland,Burnley,27500
Sanchez,75,Argentina,Monterrey,35000
Zajc,75,Slovenia,Fenerbahce SK,40000
Jones,75,Australia,Al Nassr,47500
Duncan,75,Ghana,Sassuolo,35000
Conti,75,Italy,Milan,50000
McGregor,75,Scotland,Rangers FC,37500
Torres,75,Colombia,Albacete BP,30000
Vietto,75,Argentina,Fulham,32500
Petrovic,75,Serbia,Sporting CP,45000
Zeegelaar,75,Netherlands,Udinese,27500
Kums,75,Belgium,RSC Anderlecht,35000
Martinez,75,Paraguay,Club Atlas,40000
Bocanegra,75,Colombia,Atletico Nacional,32500
Elis,75,Honduras,Houston Dynamo,35000
Lookman,75,England,Everton,35000
Foket,75,Belgium,Stade de Reims,40000
Schar,75,Switzerland,Newcastle United,47500
Thereau,75,France,Cagliari,50000
Hoedt,75,Netherlands,RC Celta,40000
